"FoodID","FoodClassID","ManufacturerID","ReferenceID","Common","CupGramWeightValue","Discontinued","FoodName","Generic","Recipe","RefusePercentage"
33832,177,202,13,0,0.00,0,"RALSTON Creamy Wheat Quick Farina Hot Cereal, Cooked",0,0,0.00
33833,178,202,13,0,0.00,0,"RALSTON Peanut Butter Crisp Crunch Cereal",0,0,0.00
33834,589,202,13,0,0.00,0,"RALSTON Crunchy Granola Raisin Bran Cereal",0,0,0.00
33835,178,202,13,0,0.00,0,"RALSTON OATS & MORE with Almonds Cereal",0,0,0.00
33836,178,202,13,0,0.00,0,"RALSTON Natural Corn Biscuits Cereal",0,0,0.00
33837,178,202,13,0,0.00,0,"RALSTON Nutty Nuggets Cereal",0,0,0.00
33838,311,502,13,0,0.00,0,"ENSURE High Calcium, Chocolate Flavor",0,0,0.00
33839,312,221,13,0,0.00,1,"SCHIFF Vitamin B6 100 mg Tablet",0,0,0.00
33840,312,221,13,0,0.00,0,"SCHIFF Buffered Vitamin C 1000 mg with Rose Hips Tablet",0,0,0.00
33841,312,221,13,0,0.00,0,"SCHIFF Super Calcium 1200 mg Softgel",0,0,21.00
33842,312,221,13,0,0.00,1,"SCHIFF Homocysteine Protection Formula Tablet",0,0,0.00
33845,225,41,13,0,0.00,1,"CALIFORNIA NATURAL Rice Protein Concentrate 80%",0,0,0.00
33846,581,329,13,0,0.00,1,"BETTER THAN MILK Rice Original Light, Powder",0,0,0.00
33847,581,329,13,0,0.00,1,"BETTER THAN MILK Rice Vanilla Light, Powder",0,0,0.00
33848,143,329,13,0,0.00,0,"BETTER THAN ICE CREME Soy Vanilla Ice Cream and Smoothie Mix",0,0,0.00
33849,132,333,13,0,0.00,0,"MARIE CALLENDER Ham Steak with Honey and Brown Sugar Glaze Dinner",0,0,0.00
33850,139,333,13,0,0.00,0,"MARIE CALLENDER ONE DISH CLASSICS Three Cheese Ravioli in Marinara Sauce  Meal",0,0,0.00
33851,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Original Glazed",0,0,0.00
33852,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Glazed, Chocolate Iced",0,0,0.00
33853,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Chocolate Iced with Sprinkles",0,0,0.00
33854,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Glazed, Maple Iced",0,0,0.00
33855,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Cinnamon, Apple Filled",0,0,0.00
33856,307,365,13,0,0.00,1,"KRISPY KREME Powdered Raspberry Filled Doughnut",0,0,0.00
33857,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Chocolate Iced, Kreme Filled",0,0,0.00
33858,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Chocolate Iced, Custard Filled",0,0,0.00
33859,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Glazed, Raspberry Filled",0,0,0.00
33860,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Glazed, Lemon Filled",0,0,0.00
33861,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Glazed, Kreme Filled",0,0,0.00
33862,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Traditional Cake",0,0,0.00
33863,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Cinnamon Twist",0,0,0.00
33864,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Chocolate Iced, Cake",0,0,0.00
33865,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Glazed, Cruller",0,0,0.00
33866,307,365,13,0,0.00,0,"KRISPY KREME Doughnut, Chocolate Glazed, Cruller",0,0,0.00
33867,307,365,13,0,0.00,1,"KRISPY KREME Glazed Devil's Food Doughnut",0,0,0.00
33868,73,365,13,0,0.00,0,"KRISPY KREME Cinnamon Bun",0,0,0.00
33869,307,365,13,0,0.00,1,"KRISPY KREME Glazed Blueberry Doughnut",0,0,0.00
33870,94,408,13,0,0.00,1,"WESTSOY VigorAid Creamy Chocolate Non Dairy Nutritional Soy Drink",0,0,0.00
33871,94,408,13,0,0.00,1,"WESTSOY VigorAid Chocolate Mocha Non Dairy Nutritional Soy Drink",0,0,0.00
33872,94,408,13,0,0.00,1,"WESTSOY VigorAid French Vanilla Non Dairy Nutritional Soy Drink",0,0,0.00
33873,642,296,13,0,0.00,0,"MED-DIET PHAGIA Sweet Corn Instant Puree Mix",0,0,0.00
33874,645,296,13,0,0.00,0,"MED-DIET PHAGIA Spring Peas Instant Puree Mix",0,0,0.00
33875,643,296,13,0,0.00,0,"MED-DIET PHAGIA Broccoli Instant Puree Mix",0,0,0.00
33876,161,296,13,0,0.00,0,"MED-DIET Premium Low Sodium/Fat Free Chicken Broth",0,0,0.00
33877,161,296,13,0,0.00,0,"MED-DIET Premium Low Sodium/Fat Free Beef Broth",0,0,0.00
33878,79,296,13,0,0.00,1,"MED-DIET LO PRO Vanilla Creme Wafers",0,0,0.00
33879,812,96,13,0,0.00,0,"SMART BALANCE Spread, Buttery, 67%",0,0,0.00
33880,224,4,13,0,0.00,0,"MRS. DASH Seasoning, Tomato Basil Garlic",0,0,0.00
33881,224,4,13,0,0.00,1,"MRS. DASH Onion Medley Seasoning",0,0,0.00
33882,812,96,13,0,0.00,0,"SMART BALANCE Spread, Buttery, Light, 37%",0,0,0.00
33883,569,96,13,0,0.00,0,"SMART BALANCE Cheese, Cheddar, Creamy, Slices",0,0,0.00
33884,785,174,13,0,0.00,1,"MRS. SMITH'S Cherry-Berry Pie, 9 inch, Frozen",0,0,0.00
33885,785,174,13,0,0.00,1,"MRS. SMITH'S Coconut Custard Pie, 10 inch, Frozen",0,0,0.00
33886,785,174,13,0,0.00,0,"MRS. SMITH'S Sweet Potato Pie, 9 inch, Frozen",0,0,0.00
33887,432,205,13,0,0.00,0,"FRENCH'S Mustard, Honey",0,0,0.00
33888,432,205,13,0,0.00,0,"FRENCH'S Mustard, Dijon",0,0,0.00
33889,430,205,13,0,0.00,0,"CATTLEMEN'S Sauce, Barbecue, Smoky (FS)",0,0,0.00
33890,430,205,13,0,0.00,0,"CATTLEMEN'S Sauce, Barbecue, Original (FS)",0,0,0.00
33891,80,296,13,0,0.00,0,"MED-DIET LO PRO Wheat Gluten Free Rice and Tapioca Bread",0,0,0.00
33892,224,296,13,0,0.00,0,"MED-DIET Sodium Free All Purpose Seasoning",0,0,0.00
33893,224,296,13,0,0.00,0,"MED-DIET Sodium Free Herb Flavor Seasoning",0,0,0.00
33894,593,296,13,0,0.00,0,"APROTEN Low Protein, Wheat Gluten Free Rigatini Pasta",0,0,0.00
33895,185,287,13,0,0.00,0,"THICK & EASY Pureed Sausage Patty",0,0,0.00
33896,290,287,13,0,0.00,1,"THICK & EASY Pureed Fruit Cocktail",0,0,0.00
33897,591,287,13,0,0.00,0,"THICK & EASY Instantized Rice, Dry",0,0,0.00
33898,312,287,13,0,0.00,0,"HORMEL PROPASS Protein Supplement Powder",0,0,0.00
33899,311,287,13,0,0.00,1,"PRO-PEPTIDE For Kids Complete Elemental Diet, Vanilla Flavor",0,0,0.00
33900,311,287,13,0,0.00,1,"GLUTASORB Complete Elemental Diet Supplement",0,0,0.00
33901,79,287,13,0,0.00,1,"THICK & EASY Pureed Sandies Cookies",0,0,0.00
33902,79,287,13,0,0.00,1,"THICK & EASY Pureed Sugar Cookies",0,0,0.00
33903,79,287,13,0,0.00,1,"THICK & EASY Pureed Oatmeal Cookies",0,0,0.00
33904,79,287,13,0,0.00,1,"THICK & EASY Pureed Peanut Butter Cookies",0,0,0.00
33905,219,224,13,0,0.00,0,"SETHNESS Color, Caramel, P147",0,0,0.00
33906,219,224,13,0,0.00,0,"SETHNESS Color, Caramel, P340",0,0,0.00
33907,800,353,13,0,0.00,0,"PROMAX Honey Peanut Energy Bar",0,0,0.00
33908,800,353,13,0,0.00,1,"PROMAX Bar Raspberry Truffle Energy Bar",0,0,0.00
33909,800,353,13,0,0.00,0,"PROMAX  Cookies 'n Cream Energy Bar",0,0,0.00
33910,452,135,13,0,0.00,0,"KIKKOMAN QUICK & EASY MARINADE, Honey & Mustard Teriyaki",0,0,0.00
33911,452,135,13,0,0.00,0,"KIKKOMAN QUICK & EASY MARINADE, Gourmet Teriyaki",0,0,0.00
33912,452,135,13,0,0.00,0,"KIKKOMAN QUICK & EASY MARINADE, Roasted Garlic & Herbs",0,0,0.00
33913,452,135,13,0,0.00,0,"KIKKOMAN QUICK & EASY MARINADE, Toasted Sesame Teriyaki",0,0,0.00
33914,578,72,13,0,0.00,1,"DIEHL Soymilk RTU-2 Non Dairy Creamer",0,0,0.00
33915,578,72,13,0,0.00,1,"DIEHL Jerzee NP Cloud Non Dairy Creamer",0,0,0.00
33916,578,72,13,0,0.00,0,"DIEHL Jerzee NFR-2 Fat Free Non Dairy Creamer",0,0,0.00
33917,306,221,13,0,0.00,0,"FI-BAR CHEWY & NUTTY Vanilla Chocolate Almond Crunch Granola Bar",0,0,0.00
33918,306,221,13,0,0.00,0,"FI-BAR Low Fat Semi Sweet Chocolate Strawberry Bar",0,0,0.00
33919,283,293,13,0,0.00,0,"BALL PARK SINGLES",0,0,0.00
33920,289,293,13,0,0.00,1,"BALL PARK Polish Sausage",0,0,0.00
33921,283,293,13,0,0.00,0,"BALL PARK Beef Frank",0,0,0.00
33922,640,30,13,0,0.00,1,"BEN & JERRY'S NUTTY WAFFLE CONE Ice Cream",0,0,0.00
33923,640,30,13,0,0.00,1,"BEN & JERRY'S ALOHA MACADEMIA Ice Cream",0,0,0.00
33924,780,30,13,0,0.00,1,"BEN & JERRY'S Chocolate Chip Cooke Dough Yogurt",0,0,0.00
33925,640,30,13,0,0.00,1,"BEN & JERRY'S THIS IS NUTS 2-Twisted Ice Cream",0,0,0.00
33926,640,30,13,0,0.00,0,"BEN & JERRY'S HALF BAKED Ice Cream, Prepacked",0,0,0.00
33928,11,337,13,0,0.00,0,"SMUCKER'S MAGIC SHELL Chocolate Fudge Magic Topping",0,0,0.00
33929,11,337,13,0,0.00,1,"SMUCKER'S MAGIC SHELL Cookie Dough Crunch Topping",0,0,0.00
33930,11,337,13,0,0.00,0,"SMUCKER'S MAGIC SHELL Caramel Topping",0,0,0.00
33931,10,337,13,0,0.00,0,"SMUCKER'S SUNDAE SYRUP, Chocolate",0,0,0.00
33932,10,337,13,0,0.00,0,"SMUCKER'S SUNDAE SYRUP, Caramel",0,0,0.00
33933,10,337,13,0,0.00,0,"SMUCKER'S SUNDAE SYRUP, Strawberry",0,0,0.00
33934,302,183,13,0,0.00,0,"NUTRA/BALANCE No Sugar Added Pudding, Chocolate, Frozen",0,0,0.00
33935,86,183,13,0,0.00,0,"NUTRA/BALANCE Thickened Apple Juice, Honey Consistency",0,0,0.00
33936,311,183,13,0,0.00,0,"NUTRA/BALANCE NUTRA/SHAKE Nutritional Supplement, Chocolate Flavor",0,0,0.00
33937,311,183,13,0,0.00,0,"NUTRA/BALANCE NUTRA/SHAKE Plus Fiber, Chocolate Flavor, Frozen",0,0,0.00
33938,311,183,13,0,0.00,0,"NUTRA/BALANCE NUTRA/SHAKE No Sugar Added, Chocolate Flavor, Frozen",0,0,0.00
33939,640,183,13,0,0.00,0,"NUTRA/BALANCE Ice Cream, Chocolate Flavor, Frozen",0,0,0.00
33940,86,183,13,0,0.00,0,"NUTRA/BALANCE JUICE PLUS FIBER, Orange Flavor, Frozen",0,0,0.00
33941,311,183,13,0,0.00,0,"NUTRA/BALANCE NUTRA/SHAKE HI-CAL, High Calorie, High Protein Supplement",0,0,0.00
33942,311,183,13,0,0.00,0,"NUTRA/BALANCE NUTRA/SHAKE 2.0, High Calorie, High Protein Supplement, Chocolate Flavor",0,0,0.00
33943,311,183,13,0,0.00,0,"NUTRA/BALANCE NUTRA/SHAKE Fruit Plus No Sugar Added, Orange Flavor",0,0,0.00
33944,311,183,13,0,0.00,0,"NUTRA/BALANCE NUTRA/SHAKE Supreme Nutritional Supplement, Vanilla Flavor",0,0,0.00
33945,642,223,13,0,0.00,1,"MICHAEL SEASON'S Reduced Fat Ranch Potato Chips",0,0,0.00
33946,642,223,13,0,0.00,1,"MICHAEL SEASON'S Reduced Fat Chili Picante Potato Chips",0,0,0.00
33947,781,256,13,0,0.00,1,"TOFUTTI Too-Too's Vanilla Non Dairy Cookie Sandwich",0,0,0.00
33948,781,256,13,0,0.00,0,"TOFUTTI TOO-TOO's Vanilla Chocolate Chip Non Dairy Cookie Sandwich",0,0,0.00
33949,781,256,13,0,0.00,1,"TOFUTTI Too-Too's Vanilla Chocolate Swirl Non Dairy Cookie Sandwich",0,0,0.00
33950,781,256,13,0,0.00,0,"TOFUTTI CUTIES Vanilla Non Dairy Ice Cream Sandwich",0,0,0.00
33951,781,256,13,0,0.00,0,"TOFUTTI CUTIES Mint Chocolate Chip Non Dairy Ice Cream Sandwich",0,0,0.00
33952,781,256,13,0,0.00,0,"TOFUTTI Totally Fudge Pops Non Dairy Frozen Dessert",0,0,0.00
33953,80,256,13,0,0.00,1,"TOFUTTI SOY LAVASCH Flatbread, All Varieties",0,0,0.00
33954,257,356,13,0,0.00,0,"BOCA BURGER Italian Meatless Sausage",0,0,0.00
33955,257,356,13,0,0.00,0,"BOCA BURGER Smoked Meatless Sausage",0,0,0.00
33956,257,356,13,0,0.00,0,"BOCA BURGER Bratwurst Meatless Sausage",0,0,0.00
33957,257,356,13,0,0.00,1,"BOCA BURGER Organic Salsa Burger",0,0,0.00
33958,257,356,13,0,0.00,0,"BOCA BURGER Chik 'n Patty, Original Meatless",0,0,0.00
33959,554,47,13,0,0.00,0,"CARL'S JR. Sunrise Croissant Sandwich, Sausage",0,0,0.00
33960,112,47,13,0,0.00,1,"CARL'S JR. Sourdough Bacon Cheeseburger",0,0,0.00
33961,112,47,13,0,0.00,1,"CARL'S JR. Carl's Ranch Crispy Chicken Sandwich",0,0,0.00
33962,112,47,13,0,0.00,0,"CARL'S JR. Chicken Sandwich, Bacon Swiss, Crispy",0,0,0.00
33963,6,47,13,0,0.00,0,"CARL'S JR. Salad Dressing, Blue Cheese",0,0,0.00
33964,554,47,13,0,0.00,1,"CARL'S JR. Sourdough Breakfast Sandwich, No Meat",0,0,0.00
33965,442,47,13,0,0.00,0,"CARL'S JR. Sauce, Mustard",0,0,0.00
33966,442,47,13,0,0.00,0,"CARL'S JR. Sauce, Honey",0,0,0.00
33967,440,47,13,0,0.00,0,"CARL'S JR. Sauce, Barbecue",0,0,0.00
33968,93,362,13,0,0.00,0,"DUNKIN' DONUTS VANILLA BEAN COOLATTA",0,0,0.00
33969,533,357,13,0,0.00,1,"CYTOMAX Exercise and Recovery Drink, Apple",0,0,0.00
33970,533,357,13,0,0.00,1,"CYTOMAX Exercise and Recovery Drink, Tropical",0,0,0.00
33971,533,357,13,0,0.00,1,"CYTOMAX Exercise and Recovery Drink, Citrus",0,0,0.00
33972,285,294,13,0,0.00,1,"LAND O' FROST Deli Meat, Thin Sliced, Pastrami",0,0,0.00
33973,185,294,13,0,0.00,0,"LAND O' FROST Canadian Style Bacon",0,0,0.00
33974,285,294,13,0,0.00,0,"LAND O' FROST TRADITIONAL Deli Meat, Ham, Honey, Wafer Thin Slices",0,0,0.00
33975,285,294,13,0,0.00,0,"LAND O' FROST TRADITIONAL Deli Meat, Turkey Breast, Honey, Wafer Thin Slices",0,0,0.00
33976,285,294,13,0,0.00,1,"LAND O' FROST Deli Meat, Thin Sliced, Corned Beef",0,0,0.00
33977,115,292,13,0,0.00,1,"ROUND TABLE HEARTY BACON SUPREME Pizza, Thin Crust",0,0,0.00
33978,115,292,13,0,0.00,1,"ROUND TABLE HEARTY BACON SUPREME Pizza, Pan Crust",0,0,0.00
33979,115,292,13,0,0.00,1,"ROUND TABLE ROATIN' TOASTIN' Chicken Club Pizza, Thin Crust",0,0,0.00
33980,115,292,13,0,0.00,1,"ROUND TABLE ROASTIN' TOASTIN' Chicken Club Pizza, Pan Crust",0,0,0.00
33981,115,292,13,0,0.00,0,"ROUND TABLE Pizza, Montague's All Meat, Skinny Crust",0,0,0.00
33982,115,292,13,0,0.00,0,"ROUND TABLE Pizza, Montague's All Meat, Pan Crust",0,0,0.00
33983,115,292,13,0,0.00,1,"ROUND TABLE WESTERN BARBECUE CHICKEN Pizza, Thin Crust",0,0,0.00
33984,115,292,13,0,0.00,1,"ROUND TABLE WESTERN BARBECUE CHICKEN Pizza, Pan Crust",0,0,0.00
33985,115,292,13,0,0.00,1,"ROUND TABLE PEPPERONI ROSTADORO Pizza, Thin Crust",0,0,0.00
33986,115,292,13,0,0.00,1,"ROUND TABLE PEPPERONI ROSTADORO Pizza, Pan Crust",0,0,0.00
33987,267,292,13,0,0.00,0,"ROUND TABLE Buffalo Wings, 6 piece",0,0,0.00
33988,267,292,13,0,0.00,0,"ROUND TABLE Wings, Honey Barbecue, 6 piece",0,0,0.00
33989,112,292,13,0,0.00,0,"ROUND TABLE Sandwich, Ham Club",0,0,0.00
33990,112,292,13,0,0.00,0,"ROUND TABLE Sandwich, Turkey Club",0,0,0.00
33991,112,292,13,0,0.00,0,"ROUND TABLE Sandwich, RT Pizza",0,0,0.00
33992,161,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Onion Soup & Dip Recipe Mix",0,0,0.00
33993,161,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Onion Mushroom Soup & Dip Recipe Mix",0,0,0.00
33994,161,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Garlic Herb Soup & Dip Recipe Mix",0,0,0.00
33995,161,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Vegetable Soup & Dip Recipe Mix",0,0,0.00
33996,537,82,13,0,0.00,1,"FANTASTIC FOODS Organic Rice Pilaf Mix",0,0,0.00
33997,537,82,13,0,0.00,1,"FANTASTIC FOODS Basmati Rice Pilaf Mix",0,0,0.00
33998,537,82,13,0,0.00,1,"FANTASTIC FOODS Vegetarian Chicken Rice Pilaf Mix",0,0,0.00
33999,237,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Taco Filling Mix",0,0,0.00
34000,237,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Sloppy Joe Mix",0,0,0.00
34001,161,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Mandarin Broccoli Soup Cup, Dry",0,0,0.00
34002,161,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Spring Vegetable Noodle Bowl, Dry",0,0,0.00
34003,161,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Hot & Sour Noodle Bowl, Dry",0,0,0.00
34004,161,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Miso with Tofu Noodle Bowl, Dry",0,0,0.00
34005,161,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Sesame Miso Noodle Bowl, Dry",0,0,0.00
34006,161,82,13,0,0.00,0,"FANTASTIC WORLD FOODS Spicy Thai Noodle Soup, Dry",0,0,0.00
34007,289,327,13,0,0.00,0,"JENNIE-O TURKEY STORE Lean Turkey Bratwurst",0,0,0.00
34008,289,327,13,0,0.00,1,"JENNIE-O TURKEY STORE Lean Polish Turkey Sausage",0,0,0.00
34009,289,327,13,0,0.00,0,"JENNIE-O TURKEY STORE Breakfast Sausage, Turkey, Patty, Mild",0,0,0.00
34010,794,327,13,0,0.00,0,"JENNIE-O TURKEY STORE Ground Turkey, Lean, Raw",0,0,0.00
34011,794,327,13,0,0.00,0,"JENNIE-O TURKEY STORE Turkey Breast, Ground, Extra Lean, Raw",0,0,0.00
34012,794,327,13,0,0.00,0,"JENNIE-O TURKEY STORE Turkey Burger, Lean, Patty, Raw",0,0,0.00
34013,794,327,13,0,0.00,0,"JENNIE-O TURKEY STORE Turkey Burger, Seasoned, Lean, Patty, Raw",0,0,0.00
34014,794,327,13,0,0.00,0,"JENNIE-O TURKEY STORE LET'S DO ITALIAN! Ground Turkey, Italian Style Seasoned, Lean, Raw",0,0,0.00
34015,794,327,13,0,0.00,1,"JENNIE-O TURKEY STORE LET'S DO MEXICAN! Ground Turkey, Mexican Style Seasoned, Lean, Raw",0,0,0.00
34016,794,327,13,0,0.00,1,"JENNIE-O TURKEY STORE Turkey Breast, Lightly Seasoned, Extra Lean, Patty, Raw",0,0,0.00
34017,794,327,13,0,0.00,0,"JENNIE-O TURKEY STORE Turkey Breast, Cutlets, Raw",0,0,0.00
34018,76,178,13,0,0.00,0,"NATURAL OVENS Better Wheat Buns",0,0,0.00
34019,76,178,13,0,0.00,1,"NATURAL OVENS Frankly Better Long Buns",0,0,0.00
34020,76,178,13,0,0.00,0,"NATURAL OVENS Gourmet Dinner Rolls",0,0,0.00
34021,67,178,13,0,0.00,0,"NATURAL OVENS Brainy Bagel",0,0,0.00
34022,67,178,13,0,0.00,0,"NATURAL OVENS Cinnamon & Raisin Bagel",0,0,0.00
34023,112,236,13,0,0.00,1,"SUBWAY Asiago Caesar Chicken Wrap",0,0,0.00
34024,112,236,13,0,0.00,1,"SUBWAY Steak and Cheese Wrap",0,0,0.00
34025,112,236,13,0,0.00,1,"SUBWAY Turkey Breast and Bacon Wrap",0,0,0.00
34026,112,236,13,0,0.00,1,"SUBWAY Honey Mustard Melt Sandwich, 6 inch, Italian Bread",0,0,0.00
34027,112,236,13,0,0.00,1,"SUBWAY Horseradish Roast Beef Sandwich, 6 inch, Italian Bread",0,0,0.00
34028,112,236,13,0,0.00,0,"SUBWAY Chipotle Southwest Cheese Steak Sandwich, 6 inch, Italian Bread",0,0,0.00
34029,554,236,13,0,0.00,1,"SUBWAY Sandwich, Breakfast, Bacon & Egg",0,0,0.00
34030,554,236,13,0,0.00,1,"SUBWAY Sandwich, Breakfast, Ham & Egg",0,0,0.00
34031,554,236,13,0,0.00,0,"SUBWAY Sandwich, Breakfast, Western Egg with Cheese",0,0,0.00
34032,81,161,13,0,0.00,1,"LITTLE DEBBIE Creme-Filled Lemon Cupcakes",0,0,0.00
34033,68,161,13,0,0.00,0,"LITTLE DEBBIE Cosmic Brownie",0,0,0.00
34034,79,161,13,0,0.00,1,"LITTLE DEBBIE Single Serving Snack Chipsters Bite Size Cookies",0,0,0.00
34035,79,161,13,0,0.00,1,"LITTLE DEBBIE Single Serving Snack Chocster Bite Size Cookies",0,0,0.00
34036,254,347,13,0,0.00,0,"COLD MOUNTAIN Kyoto White & Red Miso Paste",0,0,0.00
34037,254,347,13,0,0.00,0,"COLD MOUNTAIN Mellow Red Miso Paste",0,0,0.00
34038,226,17,13,0,0.00,0,"ADM HONI-BAKE Dry Honey Powder",0,0,0.00
34039,226,17,13,0,0.00,0,"ADM DE-MOL Dry Molasses Powder",0,0,0.00
34040,226,17,13,0,0.00,0,"ADM DRI-MOL 60 Dry Molasses Powder",0,0,0.00
34041,226,17,13,0,0.00,0,"ADM SWEET N' NEAT 65 Dry Molasses Powder",0,0,0.00
34042,225,17,13,0,0.00,0,"ADM AYTEX P Wheat Starch",0,0,0.00
34043,225,17,13,0,0.00,0,"ADM PROVIM ESP Vital Wheat Gluten",0,0,0.00
34044,774,231,13,0,0.00,1,"SNAPPLE Cranberry Twist Tea Drink",0,0,0.00
34045,84,231,13,0,0.00,0,"SNAPPLE Juice Drink, Summer Peach",0,0,0.00
34046,84,231,13,0,0.00,1,"SNAPPLE Diet Ruby Red Fruit Drink",0,0,0.00
34047,84,231,13,0,0.00,1,"SNAPPLE Diet Orange Carrot Fruit Drink",0,0,0.00
34048,84,231,13,0,0.00,1,"SNAPPLE Ruby Red Fruit Drink",0,0,0.00
34049,84,231,13,0,0.00,1,"SNAPPLE Raspberry Lemonade Fruit Drink",0,0,0.00
34050,783,502,13,0,0.00,0,"SIMILAC 2 Infant & Toddler Formula with Iron, Standard Dilution (20 Cal/fl oz)",0,0,0.00
34051,783,502,13,0,0.00,0,"SIMILAC ISOMIL 2 Infant & Toddler Soy Formula with Iron, Standard Dilution (20 Cal/fl oz)",0,0,0.00
34052,783,502,13,0,0.00,0,"SIMILAC SPECIAL CARE ADVANCE With Iron 20 Premature Infant Formula",0,0,0.00
34053,311,502,13,0,0.00,0,"ELECARE (30 Cal/fl oz), Prepared",0,0,0.00
34054,86,471,13,0,0.00,0,"DOLE Pineapple- Orange Banana Fruit Juice",0,0,0.00
34055,86,471,13,0,0.00,0,"DOLE Orange Strawberry Banana Fruit Juice",0,0,0.00
34056,84,471,13,0,0.00,1,"DOLE Tropical Fruit Juice",0,0,0.00
34057,86,471,13,0,0.00,1,"DOLE Orange Juice with Double Vitamin C",0,0,0.00
34058,86,259,13,0,0.00,1,"TROPICANA PURE PREMIUM Orange Juice with Double Vitamin C & 100% Vitamin E",0,0,0.00
34059,86,259,13,0,0.00,0,"TROPICANA PURE PREMIUM Ruby Red Grapefruit Juice",0,0,0.00
34060,86,259,13,0,0.00,0,"TROPICANA PURE TROPICS Orange Peach Mango Fruit Juice",0,0,0.00
34061,86,259,13,0,0.00,0,"TROPICANA Orange Pineapple Juice Fruit Juice with Calcium + Vitamin D",0,0,0.00
34062,86,259,13,0,0.00,1,"TROPICANA SEASON'S BEST Apple Juice",0,0,0.00
34063,86,259,13,0,0.00,1,"TROPICANA SEASON'S BEST Orange Juice Pulp Free & with Pulp",0,0,0.00
34064,51,95,13,0,0.00,0,"GERBER 1ST FOODS Applesauce",0,0,0.00
34065,51,95,13,0,0.00,0,"GERBER 1ST FOODS Bananas",0,0,0.00
34066,51,95,13,0,0.00,0,"GERBER 1ST FOODS Peaches",0,0,0.00
34067,51,95,13,0,0.00,0,"GERBER 1ST FOODS Pears",0,0,0.00
34068,51,95,13,0,0.00,0,"GERBER 1ST FOODS Prunes",0,0,0.00
34069,463,95,13,0,0.00,0,"GERBER 1ST FOODS Carrots",0,0,0.00
34070,55,95,13,0,0.00,0,"GERBER 1ST FOODS Green Beans",0,0,0.00
34071,763,95,13,0,0.00,0,"GERBER 1ST FOODS Peas",0,0,0.00
34072,461,95,13,0,0.00,1,"GERBER 1ST FOODS Potatoes",0,0,0.00
34073,55,95,13,0,0.00,0,"GERBER 1ST FOODS Squash",0,0,0.00
34074,463,95,13,0,0.00,0,"GERBER 1ST FOODS Sweet Potatoes",0,0,0.00
34075,51,95,13,0,0.00,0,"GERBER 2ND FOODS Apricots with Mixed Fruit",0,0,0.00
34076,51,95,13,0,0.00,0,"GERBER 2ND FOODS Bananas with Apples & Pears",0,0,0.00
34077,51,95,13,0,0.00,0,"GERBER 2ND FOODS Pear Pineapple",0,0,0.00
34078,51,95,13,0,0.00,1,"GERBER 2ND FOODS Plums with Apples",0,0,0.00
34079,51,95,13,0,0.00,0,"GERBER 2ND FOODS Prunes with Apples",0,0,0.00
34080,50,95,13,0,0.00,0,"GERBER 2ND FOODS Apples & Chicken Dinner",0,0,0.00
34081,50,95,13,0,0.00,1,"GERBER 2ND FOODS SIMPLE RECIPE Apples & Ham Dinner",0,0,0.00
34082,50,95,13,0,0.00,1,"GERBER 2ND FOODS SIMPLE RECIPE Broccoli & Chicken Dinner",0,0,0.00
34083,50,95,13,0,0.00,1,"GERBER 2ND FOODS Carrots & Beef Dinner",0,0,0.00
34084,50,95,13,0,0.00,1,"GERBER 2ND FOODS SIMPLE RECIPE Pears & Chicken Dinner",0,0,0.00
34085,50,95,13,0,0.00,0,"GERBER 2ND FOODS Sweet Potatoes & Turkey Dinner",0,0,0.00
34086,54,95,13,0,0.00,0,"GERBER 2ND FOODS Beef and Beef Gravy",0,0,0.00
34087,54,95,13,0,0.00,0,"GERBER 2ND FOODS Chicken & Chicken Gravy",0,0,0.00
34088,54,95,13,0,0.00,0,"GERBER 2ND FOODS Ham & Ham Gravy",0,0,0.00
34089,54,95,13,0,0.00,0,"GERBER 2ND FOODS Lamb & Lamb Gravy",0,0,0.00
34090,54,95,13,0,0.00,0,"GERBER 2ND FOODS Turkey & Turkey Gravy",0,0,0.00
