"FoodID","PyramidCategoryOrder","PyramidCategoryID","HighFat","HighSugar","PyramidValue"
34937,5,71,,,0.68
34937,6,72,,,0.96
34937,7,74,,,3.11
34937,8,77,,,266.00
34938,1,1,1,0,2.78
34938,2,72,,,2.78
34938,3,77,,,217.00
34939,1,14,0,0,0.35
34939,2,17,0,0,0.50
34939,3,19,0,0,0.38
34939,4,71,,,0.25
34939,5,72,,,0.35
34939,6,74,,,1.15
34939,7,77,,,128.00
34940,1,5,1,0,0.95
34940,2,77,,,164.81
34940,3,71,,,0.47
34941,1,1,1,0,1.30
34941,2,72,,,1.30
34941,3,77,,,66.00
34942,1,14,0,0,1.19
34942,2,19,0,0,0.17
34942,3,20,0,0,0.25
34942,4,21,0,0,1.47
34942,5,72,,,1.19
34942,6,74,,,0.53
34942,7,75,,,0.25
34942,8,77,,,35.00
34943,1,14,0,0,0.95
34943,2,19,0,0,0.66
34943,3,21,0,0,1.52
34943,4,72,,,0.95
34943,5,74,,,1.99
34943,6,77,,,39.00
34944,1,17,0,0,1.45
34944,2,20,1,0,0.10
34944,3,21,0,0,2.30
34944,4,71,,,0.72
34944,5,75,,,0.10
34944,6,77,,,92.00
34945,1,5,0,0,1.25
34945,2,77,,,5.62
34945,3,71,,,0.62
34946,1,5,0,0,1.25
34946,2,77,,,3.37
34946,3,71,,,0.62
34947,1,11,0,0,0.00
34947,2,77,,,10.00
34948,1,9,1,0,0.00
34948,2,77,,,200.00
34950,1,5,0,0,1.50
34950,2,11,0,0,3.00
34950,3,71,,,0.75
34950,4,77,,,143.00
34951,1,9,1,0,0.00
34951,2,77,,,90.00
34952,1,1,0,0,0.00
34952,2,77,,,220.00
34953,1,17,0,0,1.02
34953,2,20,0,0,0.21
34953,3,21,0,0,0.76
34953,4,71,,,0.51
34953,5,75,,,0.21
34953,6,77,,,32.00
34954,1,14,0,0,0.92
34954,2,20,1,0,1.17
34954,3,72,,,0.92
34954,4,75,,,1.17
34954,5,77,,,111.00
34955,1,13,0,0,1.02
34955,2,71,,,0.51
34956,1,13,0,0,0.32
34956,2,71,,,0.16
34956,3,77,,,63.00
34957,1,1,1,0,0.87
34957,2,72,,,0.87
34957,3,77,,,230.00
34960,1,11,0,0,21.90
34960,2,76,,,21.90
34961,1,11,0,0,21.90
34961,2,76,,,21.90
34962,1,11,0,0,21.71
34962,2,76,,,21.71
34963,1,7,0,0,2.03
34963,2,74,,,6.10
34964,1,7,1,0,1.29
34964,2,74,,,3.87
34964,3,77,,,116.00
34965,1,7,1,0,1.57
34965,2,77,,,0.00
34965,3,74,,,4.72
34966,1,7,1,0,1.75
34966,2,77,,,69.93
34966,3,74,,,5.25
34967,1,7,1,0,3.25
34967,2,77,,,33.18
34967,3,74,,,9.77
34968,1,7,0,0,1.33
34968,2,74,,,3.99
34969,1,7,1,0,2.66
34969,2,74,,,8.00
34970,1,14,0,0,1.00
34970,2,17,0,0,0.50
34970,3,19,0,0,1.25
34970,4,71,,,0.25
34970,5,72,,,1.00
34970,6,74,,,3.75
34970,7,77,,,223.00
34971,1,14,0,0,1.50
34971,2,17,0,0,0.75
34971,3,19,0,0,1.25
34971,4,71,,,0.37
34971,5,72,,,1.50
34971,6,74,,,3.75
34971,7,77,,,208.00
34972,1,14,0,0,1.50
34972,2,17,0,0,0.50
34972,3,19,0,0,1.25
34972,4,21,0,0,6.75
34972,5,71,,,0.25
34972,6,72,,,1.50
34972,7,74,,,3.75
34972,8,77,,,243.00
34973,1,14,0,0,1.03
34973,2,17,0,0,1.47
34973,3,19,0,0,1.23
34973,4,71,,,0.73
34973,5,72,,,1.03
34973,6,74,,,3.69
34973,7,77,,,484.00
34974,1,17,0,0,0.70
34974,2,19,1,0,0.96
34974,3,21,0,0,7.39
34974,4,71,,,0.35
34974,5,74,,,2.88
34974,6,77,,,307.00
34975,1,18,0,0,12.00
34975,2,21,0,0,0.50
34975,3,24,0,0,0.50
34975,4,74,,,3.00
34975,5,77,,,105.00
34976,1,14,0,0,0.79
34976,2,17,0,0,1.13
34976,3,19,0,0,0.30
34976,4,77,,,80.00
34976,5,71,,,0.56
34976,6,72,,,0.79
34976,7,74,,,0.92
34977,1,14,0,0,0.45
34977,2,17,0,0,0.65
34977,3,19,0,0,0.19
34977,4,71,,,0.32
34977,5,72,,,0.45
34977,6,74,,,0.57
34977,7,77,,,158.00
34978,1,3,1,0,1.50
34978,2,71,,,0.75
34979,1,11,0,0,0.47
34979,2,77,,,50.00
34980,1,17,0,0,0.09
34980,2,20,1,0,0.96
34980,3,21,0,0,5.38
34980,4,71,,,0.04
34980,5,75,,,0.96
34980,6,77,,,200.00
34981,1,3,1,0,1.50
34981,2,71,,,0.75
34982,1,13,1,0,1.07
34982,2,71,,,0.53
34983,1,17,0,0,1.21
34983,2,20,1,0,0.21
34983,3,21,0,0,0.39
34983,4,71,,,0.60
34983,5,75,,,0.21
34983,6,77,,,18.00
34984,1,5,1,0,1.50
34984,2,77,,,74.25
34984,3,71,,,0.75
34985,1,16,0,0,1.25
34985,2,20,1,0,0.53
34985,3,21,0,0,2.09
34985,4,77,,,80.00
34985,5,71,,,0.62
34985,6,75,,,0.53
34986,1,11,0,0,21.50
34986,2,77,,,778.00
34987,1,11,0,0,21.90
34987,2,76,,,21.90
34988,1,6,0,0,1.50
34988,2,12,0,0,1.50
34988,3,73,,,0.75
34989,1,14,0,0,1.38
34989,2,20,1,0,1.17
34989,3,72,,,1.38
34989,4,75,,,1.17
34989,5,77,,,94.00
34990,1,11,0,0,21.92
34990,2,77,,,814.00
34991,1,5,1,0,1.50
34991,2,77,,,15.75
34991,3,71,,,0.75
34992,1,14,0,0,2.96
34992,2,24,0,0,0.92
34992,3,72,,,2.96
34992,4,74,,,5.53
34993,1,1,0,0,1.50
34993,2,72,,,1.50
34993,3,77,,,20.00
34998,1,14,1,0,1.43
34998,2,17,0,0,0.62
34998,3,71,,,0.31
34998,4,72,,,1.43
34998,5,77,,,62.00
34999,1,17,0,0,2.09
34999,2,20,1,0,0.75
34999,3,21,0,0,5.54
34999,4,71,,,1.04
34999,5,75,,,0.75
34999,6,77,,,228.00
35003,1,17,0,0,1.50
35003,2,71,,,0.75
35004,1,16,0,0,3.37
35004,2,20,1,0,0.42
35004,3,71,,,1.68
35004,4,75,,,0.42
35004,5,77,,,172.00
35005,1,5,0,0,1.50
35005,2,77,,,29.25
35005,3,71,,,0.75
35006,1,2,0,0,0.00
35006,2,11,0,0,0.00
35006,3,77,,,180.00
35007,1,11,0,0,4.00
35007,2,13,0,0,1.00
35007,3,71,,,0.50
35007,4,77,,,280.00
35008,1,6,0,1,4.32
35008,2,9,1,0,0.34
35008,3,73,,,2.16
35008,4,74,,,2.07
35009,1,17,0,0,0.56
35009,2,21,0,0,2.00
35009,3,71,,,0.28
35009,4,77,,,108.00
35010,1,14,0,0,1.37
35010,2,17,0,0,0.60
35010,3,21,0,0,5.62
35010,4,71,,,0.30
35010,5,72,,,1.37
35010,6,77,,,227.00
35011,1,6,0,0,1.00
35011,2,73,,,0.50
35012,1,5,0,0,1.03
35012,2,11,0,0,2.78
35012,3,71,,,0.51
35012,4,77,,,122.00
35013,1,14,0,0,2.60
35013,2,19,0,0,1.46
35013,3,20,1,0,2.03
35013,4,72,,,2.60
35013,5,74,,,4.38
35013,6,75,,,2.03
35013,7,77,,,137.00
35014,1,14,0,0,3.94
35014,2,19,0,0,1.23
35014,3,72,,,3.94
35014,4,74,,,3.69
35015,1,14,0,0,4.14
35015,2,19,0,0,1.50
35015,3,21,0,0,4.05
35015,4,72,,,4.14
35015,5,74,,,4.50
35015,6,77,,,101.00
35020,1,14,0,0,2.87
35020,2,19,0,0,1.28
35020,3,20,1,0,1.78
35020,4,72,,,2.87
35020,5,74,,,3.84
35020,6,75,,,1.78
35020,7,77,,,115.00
35021,1,11,0,0,2.69
35021,2,77,,,100.00
35022,1,14,0,0,4.01
35022,2,19,0,0,1.30
35022,3,72,,,4.01
35022,4,74,,,3.92
35023,1,11,0,0,2.34
35023,2,77,,,87.00
35024,1,13,0,0,0.88
35024,2,77,,,0.00
35024,3,71,,,0.44
35025,1,13,0,0,1.00
35025,2,71,,,0.50
35026,1,13,0,0,1.00
35026,2,71,,,0.50
35028,1,13,0,0,1.00
35028,2,71,,,0.50
35030,1,1,0,0,1.66
35030,2,77,,,0.00
35030,3,72,,,1.66
35032,1,6,0,0,0.55
35032,2,12,0,0,1.60
35032,3,73,,,0.27
35032,4,77,,,36.00
35033,1,6,0,0,1.00
35033,2,12,0,0,2.90
35033,3,73,,,0.50
35033,4,77,,,59.00
35034,1,6,0,0,0.76
35034,2,12,0,0,2.20
35034,3,73,,,0.38
35034,4,77,,,44.00
35035,1,10,1,0,2.35
35035,2,75,,,2.35
35035,3,77,,,198.00
35036,1,6,0,0,1.00
35036,2,73,,,0.50
35037,1,6,0,0,1.00
35037,2,73,,,0.50
35038,1,10,1,0,0.65
35038,2,75,,,0.65
35038,3,77,,,47.00
35039,1,10,1,0,0.66
35039,2,75,,,0.66
35039,3,77,,,57.00
35040,1,10,1,0,0.65
35040,2,75,,,0.65
35040,3,77,,,77.00
35041,1,10,1,0,0.65
35041,2,75,,,0.65
35041,3,77,,,62.00
35042,1,5,0,0,0.88
35042,2,71,,,0.44
35042,3,77,,,12.00
35043,1,10,1,0,0.66
35043,2,75,,,0.66
35043,3,77,,,39.00
35044,1,14,0,0,3.52
35044,2,19,1,0,0.82
35044,3,20,1,0,1.14
35044,4,72,,,3.52
35044,5,74,,,2.46
35044,6,75,,,1.14
35044,7,77,,,151.00
35045,1,14,0,0,4.28
35045,2,19,0,0,1.00
35045,3,72,,,4.28
35045,4,74,,,3.00
35046,1,14,0,0,4.74
35046,2,19,1,0,1.20
35046,3,20,1,0,1.67
35046,4,72,,,4.74
35046,5,74,,,3.61
35046,6,75,,,1.67
35046,7,77,,,267.00
35047,1,9,0,0,0.33
35047,2,74,,,1.99
35048,1,14,0,0,3.41
35048,2,16,0,0,1.03
35048,3,19,0,0,1.11
35048,4,71,,,0.51
35048,5,72,,,3.41
35048,6,74,,,3.34
35048,7,77,,,194.00
35049,1,14,0,0,4.20
35049,2,19,0,0,1.92
35049,3,21,0,0,4.90
35049,4,72,,,4.20
35049,5,74,,,5.76
35049,6,77,,,116.00
35050,1,14,0,0,6.12
35050,2,19,0,0,1.57
35050,3,72,,,6.12
35050,4,74,,,4.73
35051,1,14,0,0,3.86
35051,2,19,0,0,1.92
35051,3,21,0,0,6.82
35051,4,72,,,3.86
35051,5,74,,,5.76
35051,6,77,,,203.00
35052,1,17,0,0,0.00
35052,2,19,0,0,1.20
35052,3,20,0,0,1.67
35052,4,21,0,0,9.42
35052,5,74,,,3.61
35052,6,75,,,1.67
35052,7,77,,,376.00
35053,1,14,0,0,1.50
35053,2,19,0,0,0.84
35053,3,72,,,1.50
35053,4,74,,,2.53
35054,1,14,0,0,0.75
35054,2,17,0,0,0.50
35054,3,19,0,0,0.50
35054,4,71,,,0.25
35054,5,72,,,0.75
35054,6,74,,,1.50
35054,7,77,,,257.00
35055,1,10,1,0,0.65
35055,2,75,,,0.65
35055,3,77,,,50.00
35056,1,14,0,0,0.75
35056,2,19,0,0,0.50
35056,3,77,,,40.00
35056,4,72,,,0.75
35056,5,74,,,1.50
35057,1,1,0,0,2.00
35057,2,72,,,2.00
35057,3,77,,,20.00
35058,1,1,1,0,1.99
35058,2,12,0,0,1.99
35058,3,72,,,1.99
35058,4,77,,,160.00
35059,1,1,1,0,2.64
35059,2,6,0,0,1.38
35059,3,12,0,0,4.00
35059,4,72,,,2.64
35059,5,73,,,0.69
35059,6,77,,,164.00
35060,1,1,1,0,1.85
35060,2,6,0,0,0.97
35060,3,12,0,0,2.80
35060,4,72,,,1.85
35060,5,73,,,0.48
35060,6,77,,,153.00
35061,1,1,1,0,2.34
35061,2,12,0,0,5.89
35061,3,24,0,0,0.19
35061,4,72,,,2.34
35061,5,74,,,1.15
35061,6,77,,,219.00
35062,1,1,1,0,1.19
35062,2,6,0,0,0.62
35062,3,12,0,0,1.80
35062,4,72,,,1.19
35062,5,73,,,0.31
35062,6,77,,,107.00
35063,1,1,1,0,2.06
35063,2,11,0,0,0.00
35063,3,12,0,0,0.00
35063,4,72,,,2.06
35063,5,77,,,434.00
35064,1,1,1,0,2.04
35064,2,12,0,0,2.04
35064,3,72,,,2.04
35064,4,77,,,416.00
35065,1,1,1,1,3.65
35065,2,12,0,0,9.20
35065,3,72,,,3.65
35065,4,77,,,417.00
35066,1,5,0,0,0.88
35066,2,71,,,0.44
35067,1,5,0,0,0.88
35067,2,71,,,0.44
35068,1,6,0,0,1.48
35068,2,73,,,1.11
35069,1,12,0,0,9.78
35069,2,77,,,151.00
35070,1,12,0,0,0.00
35074,1,10,1,0,0.65
35074,2,75,,,0.65
35074,3,77,,,45.00
35075,1,12,0,0,1.80
35075,2,77,,,26.00
35076,1,12,0,0,9.87
35076,2,77,,,154.00
35077,1,77,,,3.00
35078,1,10,1,0,0.65
35078,2,75,,,0.65
35078,3,77,,,42.00
35079,1,10,1,0,1.00
35079,2,75,,,1.00
35079,3,77,,,73.00
35080,1,10,1,0,1.00
35080,2,75,,,1.00
35080,3,77,,,73.00
35081,1,10,1,0,1.00
35081,2,75,,,1.00
35081,3,77,,,76.00
35087,1,10,0,0,0.11
35087,2,75,,,0.11
35087,3,77,,,11.00
35088,1,10,1,0,0.50
35088,2,75,,,0.50
35088,3,77,,,66.00
35089,1,10,1,0,0.50
35089,2,75,,,0.50
35089,3,77,,,54.00
35090,1,6,0,0,0.69
35090,2,12,0,0,2.00
35090,3,73,,,0.34
35090,4,77,,,38.00
35091,1,6,0,1,1.00
35091,2,73,,,0.50
35094,1,11,0,0,10.95
35094,2,76,,,10.95
35095,1,11,0,0,10.95
35095,2,76,,,10.95
35096,1,10,1,0,0.50
35096,2,75,,,0.50
35096,3,77,,,52.00
35097,1,10,1,0,0.50
35097,2,75,,,0.50
35097,3,77,,,42.00
35098,1,10,0,0,1.00
35098,2,75,,,1.00
35099,1,10,0,0,1.00
35099,2,77,,,42.00
35099,3,75,,,1.00
35101,1,13,0,0,0.13
35101,2,71,,,0.06
35102,1,11,0,0,10.96
35102,2,76,,,10.96
35103,1,11,0,0,1.00
35103,2,77,,,33.00
35104,1,11,0,0,1.00
35104,2,77,,,33.00
35105,1,11,0,0,1.00
35105,2,77,,,33.00
35106,1,11,0,0,10.96
35106,2,76,,,10.96
35107,1,11,0,0,10.96
35107,2,76,,,10.96
35108,1,11,0,0,1.00
35108,2,77,,,33.00
35109,1,11,0,0,1.00
35109,2,77,,,33.00
35110,1,11,0,0,1.00
35110,2,77,,,33.00
35111,1,11,0,0,1.00
35111,2,77,,,33.00
35112,1,11,0,0,1.00
35112,2,77,,,33.00
35113,1,11,0,0,1.00
35113,2,77,,,33.00
35114,1,11,0,0,0.36
35114,2,77,,,25.00
35115,1,11,0,0,1.00
35115,2,77,,,33.00
35116,1,11,0,0,1.00
35116,2,77,,,33.00
35117,1,11,0,0,1.00
35117,2,77,,,33.00
35118,1,11,0,0,1.00
35118,2,77,,,33.00
35119,1,11,0,0,1.00
35119,2,77,,,25.00
35120,1,11,0,0,1.00
35120,2,77,,,25.00
35122,1,11,0,0,2.71
35122,2,77,,,101.00
35125,1,11,0,0,2.07
35130,1,7,1,0,1.00
35130,2,77,,,19.04
35130,3,74,,,3.00
35132,1,7,0,0,1.00
35132,2,74,,,3.00
35134,1,7,0,0,1.00
35134,2,74,,,3.00
35136,1,7,0,0,1.00
35136,2,74,,,3.00
35138,1,7,0,0,1.00
35138,2,74,,,3.00
35140,1,7,1,0,1.00
35140,2,77,,,10.16
35140,3,74,,,3.00
35142,1,11,0,0,10.96
35142,2,76,,,10.96
35143,1,11,0,0,10.96
35143,2,77,,,407.00
35144,1,11,0,0,10.96
35144,2,76,,,10.96
35145,1,11,0,0,10.96
35145,2,76,,,10.96
35146,1,11,0,0,10.96
35146,2,76,,,10.96
35147,1,11,0,0,21.93
35147,2,77,,,831.00
35149,1,11,0,0,10.96
35149,2,77,,,415.00
35150,1,7,1,0,1.00
35150,2,77,,,10.01
35150,3,74,,,3.00
35151,1,11,0,0,10.96
35151,2,77,,,415.00
35153,1,11,0,0,10.96
35153,2,77,,,415.00
35155,1,7,0,0,1.00
35155,2,74,,,3.00
35157,1,7,0,0,1.00
35157,2,77,,,0.00
35157,3,74,,,3.00
35159,1,7,1,0,1.00
35159,2,77,,,35.95
35159,3,74,,,3.00
35166,1,14,0,0,0.49
35166,2,19,0,0,0.74
35166,3,21,0,0,2.08
35166,4,72,,,0.49
35166,5,74,,,2.24
35166,6,77,,,84.00
35167,1,7,1,0,1.00
35167,2,77,,,20.57
35167,3,74,,,3.00
35169,1,7,0,0,1.00
35169,2,74,,,3.00
35172,1,14,0,0,0.51
35172,2,19,0,0,0.73
35172,3,21,0,0,2.06
35172,4,72,,,0.51
35172,5,74,,,2.21
35172,6,77,,,82.00
35173,1,7,0,0,1.00
35173,2,74,,,3.00
35175,1,7,0,0,1.00
35175,2,74,,,3.00
35178,1,7,1,0,1.00
35178,2,77,,,97.19
35178,3,74,,,3.00
35180,1,7,0,0,1.00
35180,2,74,,,3.00
35182,1,7,0,0,1.00
35182,2,74,,,3.00
35184,1,7,1,0,1.00
35184,2,74,,,3.00
35185,1,7,0,0,1.00
35185,2,77,,,0.00
35185,3,74,,,3.00
35187,1,7,1,0,1.00
35187,2,74,,,3.00
35188,1,14,0,0,1.29
35188,2,19,0,0,0.33
35188,3,21,0,0,5.12
35188,4,72,,,1.29
35188,5,74,,,1.01
35188,6,77,,,175.00
35189,1,7,0,0,1.00
35189,2,74,,,3.00
35191,1,7,0,0,1.00
35191,2,77,,,0.00
35191,3,74,,,3.00
35193,1,7,0,0,1.00
35193,2,74,,,3.00
35194,1,7,0,0,1.00
35194,2,74,,,3.00
35196,1,7,0,0,1.00
35196,2,74,,,3.00
35199,1,7,0,0,1.00
35199,2,74,,,3.00
35201,1,7,0,0,1.00
35201,2,77,,,0.00
35201,3,74,,,3.00
35203,1,7,0,0,1.00
35203,2,74,,,3.00
35205,1,7,0,0,1.00
35205,2,77,,,0.00
35205,3,74,,,3.00
35207,1,7,0,0,1.00
35207,2,77,,,2.27
35207,3,74,,,3.00
35209,1,7,0,0,1.00
35209,2,74,,,3.00
35211,1,7,1,0,1.00
35211,2,77,,,259.23
35211,3,74,,,3.00
35212,1,7,1,0,0.66
35212,2,74,,,2.00
35212,3,77,,,250.00
35213,1,7,1,0,0.24
35213,2,74,,,0.74
35213,3,77,,,99.00
35214,1,14,0,0,1.45
35214,2,19,1,0,0.26
35214,3,21,0,0,2.98
35214,4,72,,,1.45
35214,5,74,,,0.80
35214,6,77,,,89.00
35215,1,14,0,0,1.00
35215,2,19,0,0,0.33
35215,3,21,0,0,2.50
35215,4,72,,,1.00
35215,5,74,,,0.99
35215,6,77,,,45.00
35216,1,14,0,0,1.00
35216,2,19,0,0,0.33
35216,3,21,0,0,2.00
35216,4,72,,,1.00
35216,5,74,,,0.99
35216,6,77,,,85.00
35217,1,14,0,0,0.52
35217,2,19,0,0,0.77
35217,3,21,0,0,1.61
35217,4,72,,,0.52
35217,5,74,,,2.31
35217,6,77,,,66.00
35219,1,7,0,0,1.00
35219,2,77,,,0.00
35219,3,74,,,3.00
35220,1,7,0,0,1.00
35220,2,77,,,2.05
35220,3,74,,,3.00
35222,1,7,1,0,1.00
35222,2,77,,,16.82
35222,3,74,,,3.00
35223,1,7,0,0,1.00
35223,2,74,,,3.00
35224,1,7,0,0,1.00
35224,2,74,,,3.00
35226,1,7,1,0,1.00
35226,2,77,,,38.71
35226,3,74,,,3.00
35227,1,14,0,0,1.25
35227,2,20,1,0,0.50
35227,3,72,,,1.25
35227,4,75,,,0.50
35227,5,77,,,80.00
35228,1,14,0,0,1.03
35228,2,19,1,0,0.25
35228,3,20,1,0,0.35
35228,4,72,,,1.03
35228,5,74,,,0.76
35228,6,75,,,0.35
35228,7,77,,,106.00
35229,1,14,0,0,1.06
35229,2,19,1,0,0.23
35229,3,20,1,0,0.32
35229,4,72,,,1.06
35229,5,74,,,0.69
35229,6,75,,,0.32
35229,7,77,,,110.00
35231,1,7,0,0,1.00
35231,2,74,,,3.00
35233,1,7,0,0,1.00
35233,2,77,,,0.00
35233,3,74,,,3.00
35235,1,7,1,0,1.00
35235,2,77,,,22.02
35235,3,74,,,3.00
35239,1,7,0,0,1.00
35239,2,77,,,0.00
35239,3,74,,,3.00
35241,1,7,0,0,1.00
35241,2,77,,,0.00
35241,3,74,,,3.00
35243,1,7,0,0,1.00
35243,2,74,,,3.00
35246,1,7,1,0,1.00
35246,2,77,,,204.12
35246,3,74,,,3.00
35247,1,10,0,0,1.00
35247,2,75,,,1.00
35247,3,77,,,60.00
35250,1,7,0,0,1.00
35250,2,74,,,3.00
35252,1,7,0,0,1.00
35252,2,77,,,2.05
35252,3,74,,,3.00
35254,1,7,0,0,1.00
35254,2,74,,,3.00
35256,1,7,0,0,1.00
35256,2,74,,,3.00
35258,1,7,1,0,1.00
35258,2,77,,,23.48
35258,3,74,,,3.00
35260,1,7,0,0,1.00
35260,2,74,,,3.00
35262,1,7,0,0,1.00
35262,2,77,,,0.00
35262,3,74,,,3.00
35264,1,7,1,0,1.00
35264,2,77,,,7.02
35264,3,74,,,3.00
35266,1,11,0,0,0.00
35266,2,12,0,0,0.00
35266,3,77,,,140.00
35267,1,11,0,0,0.00
35267,2,12,0,0,0.00
35267,3,77,,,150.00
35268,1,11,0,0,2.14
35268,2,12,0,0,0.50
35268,3,77,,,150.00
35269,1,11,0,0,0.00
35269,2,12,0,0,0.00
35269,3,77,,,130.00
35270,1,14,0,0,0.95
35270,2,19,1,0,0.33
35270,3,20,1,0,0.46
35270,4,72,,,0.95
35270,5,74,,,0.99
35270,6,75,,,0.46
35270,7,77,,,131.00
35271,1,14,0,0,1.25
35271,2,17,0,0,0.50
35271,3,20,1,0,0.50
35271,4,71,,,0.25
35271,5,72,,,1.25
35271,6,75,,,0.50
35271,7,77,,,60.00
35272,1,14,0,0,1.07
35272,2,19,1,0,0.28
35272,3,20,0,0,0.39
35272,4,72,,,1.07
35272,5,74,,,0.84
35272,6,75,,,0.39
35272,7,77,,,95.00
35273,1,14,0,0,0.51
35273,2,19,0,0,0.71
35273,3,21,0,0,2.37
35273,4,72,,,0.51
35273,5,74,,,2.14
35273,6,77,,,94.00
35274,1,14,0,0,2.50
35274,2,20,1,0,0.66
35274,3,72,,,2.50
35274,4,75,,,0.66
35274,5,77,,,37.00
35275,1,14,0,0,2.07
35275,2,19,1,0,0.33
35275,3,20,0,0,0.46
35275,4,72,,,2.07
35275,5,74,,,0.99
35275,6,75,,,0.46
35275,7,77,,,71.00
35276,1,14,0,0,2.10
35276,2,19,1,0,0.30
35276,3,20,1,0,0.42
35276,4,72,,,2.10
35276,5,74,,,0.92
35276,6,75,,,0.42
35276,7,77,,,76.00
35277,1,14,0,0,2.08
35277,2,19,1,0,0.38
35277,3,20,0,0,0.53
35277,4,72,,,2.08
35277,5,74,,,1.15
35277,6,75,,,0.53
35277,7,77,,,96.00
35278,1,14,0,0,2.00
35278,2,17,0,0,0.50
35278,3,20,1,0,0.50
35278,4,71,,,0.25
35278,5,72,,,2.00
35278,6,75,,,0.50
35278,7,77,,,70.00
35279,1,14,0,0,2.21
35279,2,19,1,0,0.33
35279,3,20,1,0,0.46
35279,4,72,,,2.21
35279,5,74,,,0.99
35279,6,75,,,0.46
35279,7,77,,,61.00
35283,1,7,0,0,1.00
35283,2,74,,,3.00
35284,1,14,0,0,0.54
35284,2,19,0,0,0.31
35284,3,72,,,0.54
35284,4,74,,,0.93
35285,1,7,1,0,1.00
35285,2,77,,,39.78
35285,3,74,,,3.00
35287,1,7,0,0,1.00
35287,2,74,,,3.00
35288,1,7,0,0,1.00
35288,2,74,,,3.00
35290,1,7,1,0,1.00
35290,2,77,,,7.94
35290,3,74,,,3.00
35291,1,7,0,0,1.00
35291,2,77,,,0.00
35291,3,74,,,3.00
35292,1,7,1,0,1.00
35292,2,77,,,36.27
35292,3,74,,,3.00
35305,1,14,0,0,0.49
35305,2,19,0,0,0.81
35305,3,21,0,0,1.08
35305,4,72,,,0.49
35305,5,74,,,2.43
35305,6,77,,,47.00
35310,1,13,1,0,0.88
35310,2,77,,,0.00
35310,3,71,,,0.44
35311,1,1,0,0,4.05
35311,2,72,,,4.05
35312,1,10,1,0,0.50
35312,2,77,,,72.00
35312,3,75,,,0.50
35313,1,10,1,0,0.50
35313,2,75,,,0.50
35313,3,77,,,143.00
35314,1,19,0,0,0.00
35314,2,77,,,39.00
35315,1,14,0,0,0.75
35315,2,19,0,0,0.18
35315,3,72,,,0.75
35315,4,74,,,0.56
35316,1,14,0,0,1.08
35316,2,19,0,0,0.21
35316,3,72,,,1.08
35316,4,74,,,0.63
35317,1,14,0,0,0.61
35317,2,17,0,0,0.27
35317,3,77,,,0.00
35317,4,71,,,0.13
35317,5,72,,,0.61
35318,1,13,0,0,0.00
35318,2,77,,,63.00
35319,1,19,0,0,0.04
35319,2,20,0,0,0.08
35319,3,77,,,45.00
35319,4,74,,,0.13
35319,5,75,,,0.08
35320,1,14,0,0,0.58
35320,2,19,0,0,0.09
35320,3,72,,,0.58
35320,4,74,,,0.27
35321,1,14,0,0,0.12
35321,2,19,0,0,0.08
35321,3,72,,,0.12
35321,4,74,,,0.24
35322,1,16,0,0,0.28
35322,2,17,0,0,0.28
35322,3,77,,,0.00
35322,4,71,,,0.28
35323,1,14,0,0,0.68
35323,2,17,0,0,0.30
35323,3,71,,,0.15
35323,4,72,,,0.68
35323,5,77,,,18.00
35324,1,16,0,0,0.28
35324,2,17,0,0,0.28
35324,3,77,,,40.00
35324,4,71,,,0.28
35325,1,14,0,0,0.57
35325,2,19,0,0,0.10
35325,3,72,,,0.57
35325,4,74,,,0.31
35326,1,14,0,0,1.50
35326,2,19,0,0,0.02
35326,3,72,,,1.50
35326,4,74,,,0.07
35327,1,7,0,0,1.00
35327,2,74,,,3.00
35328,1,16,0,0,0.47
35328,2,17,0,0,0.47
35328,3,77,,,15.00
35328,4,71,,,0.47
35329,1,17,0,0,1.86
35329,2,20,0,0,0.20
35329,3,71,,,0.93
35329,4,75,,,0.20
35329,5,77,,,53.00
35335,1,16,0,0,0.44
35335,2,19,0,0,0.69
35335,3,71,,,0.22
35335,4,74,,,2.08
35336,1,16,0,0,0.52
35336,2,17,0,0,0.52
35336,3,19,0,0,0.38
35336,4,71,,,0.52
35336,5,74,,,1.14
35336,6,77,,,38.00
35337,1,14,0,0,0.45
35337,2,19,0,0,0.71
35337,3,21,0,0,1.78
35337,4,72,,,0.45
35337,5,74,,,2.15
35337,6,77,,,73.00
35338,1,7,1,0,0.50
35338,2,74,,,1.50
35339,1,7,1,0,0.50
35339,2,74,,,1.50
35339,3,77,,,24.00
35340,1,7,1,0,0.50
35340,2,74,,,1.50
35341,1,7,1,0,1.00
35341,2,74,,,3.00
35341,3,77,,,35.00
35342,1,7,1,0,0.22
35342,2,74,,,0.68
35343,1,7,1,0,0.50
35343,2,74,,,1.50
35344,1,7,1,0,0.37
35344,2,74,,,1.11
35345,1,7,1,0,0.50
35345,2,74,,,1.50
35346,1,7,1,0,0.45
35346,2,74,,,1.37
35346,3,77,,,27.00
35347,1,7,1,0,1.19
35347,2,74,,,3.59
35348,1,7,1,0,1.19
35348,2,74,,,3.59
35348,3,77,,,15.00
35349,1,7,1,0,0.40
35349,2,74,,,1.21
35350,1,7,1,0,0.40
35350,2,74,,,1.21
35351,1,1,0,1,4.48
35351,2,72,,,4.48
35352,1,1,1,1,4.62
35352,2,72,,,4.62
35352,3,77,,,20.00
35353,1,1,0,1,4.79
